Region,Country,Location,Start Day,Start Month,Start Year,End Day,End Month,End Year,Protester Violence,Participants,Protester Identity,Protester Demand,State Response 1,State Response 2
Europe,Cyprus,Nicosia,11,7,2011,28,7,2011,1,2000-4999,"Cypriots, extreme nationalist right wing groups, ",removal of politician,crowd dispersal,accomodation
Europe,Cyprus,Limassol,15,8,2011,15,8,2011,0,100-999,Awakened   Indignant Citizens,removal of politician,crowd dispersal,
Europe,Cyprus,Nicosia,17,8,2011,17,8,2011,0,100-999,Awakened   Indignant Citizens,removal of politician,accomodation,
Europe,Cyprus,Ayios Dhometios checkpoint,26,8,2011,26,8,2011,0,100-999,"Turkish Cypriots, Turkish settlers",police brutality,crowd dispersal,
Europe,Cyprus,Nicosia,5,9,2011,5,9,2011,0,50-99,protesters,removal of politician,ignore,
Europe,Cyprus,Limassol,8,9,2011,8,9,2011,0,50-99,Indignants,removal of politician,ignore,
Europe,Cyprus,Avgorou,21,9,2011,21,9,2011,0,100-999,residents,"price increases, tax policy",ignore,
Europe,Cyprus,Nicosia,3,10,2011,3,10,2011,0,50-99,protesters,removal of politician,ignore,
Europe,Cyprus,Latsia,5,10,2011,5,10,2011,0,50-99,residents,"political behavior, process",ignore,
Europe,Cyprus,Nicosia,31,10,2011,31,10,2011,0,2000-4999,"Turkish Cypriots, Turkish Cypriot teachers  union","political behavior, process",crowd dispersal,
Europe,Cyprus,"Nicosia, Paphos, Limassol",13,12,2011,13,12,2011,0,100-999,"civil servants, SEK, PEO and PASYDY union members","political behavior, process",ignore,
Europe,Cyprus,Nicosia,14,12,2011,14,12,2011,0,100-999,"civil servants, large families","political behavior, process",ignore,
Europe,Cyprus,nationwide,1,2,2012,1,2,2012,0,1000-1999,bus drivers,labor wage dispute,accomodation,
Europe,Cyprus,nationwide,14,2,2012,14,2,2012,0,2000-4999,"construction workers, Employers and Industrialists federation  OEV , trade unions SEK and PEO",labor wage dispute,ignore,
Europe,Cyprus,"Nicosia, Limassol, Phapos, Larnaca",29,2,2012,29,2,2012,0,100-999,"two Facebook groups   One Voice, and, End Unfair Electricity of Cyprus Monopoly","price increases, tax policy",ignore,
Europe,Cyprus,Nicosia,19,3,2012,23,3,2012,1,100-999,sheep and goat farmers,labor wage dispute,accomodation,crowd dispersal
Europe,Cyprus,Nicosia,10,4,2012,10,4,2012,0,50-99,"Turkish Cypriots, Trade Union Platform","political behavior, process",crowd dispersal,
Europe,Cyprus,"Larnaca, Phapos",14,5,2012,14,5,2012,0,100-999,taxi drivers,labor wage dispute,crowd dispersal,
Europe,Cyprus,Nicosia,16,5,2012,16,5,2012,1,50-99,municipal workers,labor wage dispute,crowd dispersal,arrests
Europe,Cyprus,Nicosia,23,5,2012,24,5,2012,0,100-999,dairy  cow  farmers,labor wage dispute,crowd dispersal,
Europe,Cyprus,Famagusta,22,8,2012,22,8,2012,0,100-999,"potato farmers, Farming Insurance Organisation  OGA ",labor wage dispute,crowd dispersal,
Europe,Cyprus,Nicosia,3,9,2012,3,9,2012,0,100-999,ten organizations representing farming producers,"political behavior, process",ignore,
Europe,Cyprus,Limassol,30,11,2012,30,11,2012,0,50-99,bus drivers,labor wage dispute,ignore,
Europe,Cyprus,Nicosia,11,12,2012,13,12,2012,1,50-99,"teachers, the disabled, members of large families","political behavior, process",crowd dispersal,accomodation
Europe,Cyprus,Nicosia,16,3,2013,16,3,2013,0,100-999,Cypriots,"political behavior, process",ignore,
Europe,Cyprus,Nicosia,18,3,2013,18,3,2013,0,1000-1999,demonstrators,"political behavior, process",crowd dispersal,
Europe,Cyprus,Nicosia,21,3,2013,22,3,2013,1,100-999,Cypriots,"political behavior, process",crowd dispersal,
Europe,Cyprus,Nicosia,23,3,2013,23,3,2013,0,2000-4999,protesters,"political behavior, process",crowd dispersal,
Europe,Cyprus,Nicosia,24,3,2013,24,3,2013,0,100-999,bank workers,"political behavior, process",ignore,
Europe,Cyprus,Nicosia,26,3,2013,26,3,2013,0,2000-4999,secondary school and university students,"political behavior, process",crowd dispersal,
Europe,Cyprus,Nicosia,26,3,2013,26,3,2013,0,100-999,Bank of Cyprus employees,labor wage dispute,accomodation,
Europe,Cyprus,Nicosia,27,3,2013,27,3,2013,0,1000-1999,supporters of the opposition AKEL Communist Party,"political behavior, process",ignore,
Europe,Cyprus,Nicosia,4,4,2013,4,4,2013,0,100-999,bank workers,labor wage dispute,ignore,
Europe,Cyprus,Nicosia,29,4,2013,13,5,2013,0,100-999,Kurdish refugees,"political behavior, process",ignore,accomodation
Europe,Cyprus,Nicosia,30,4,2013,30,4,2013,0,100-999,"supporters of AKEL, Citizens  Alliance","political behavior, process",crowd dispersal,
Europe,Cyprus,Nicosia,4,9,2013,4,9,2013,0,100-999,AKEL and left wing unions and organisations,"political behavior, process",ignore,
Europe,Cyprus,"Nicosia, Limassol",23,9,2013,23,9,2013,0,100-999,secondary students,"price increases, tax policy",accomodation,
Europe,Cyprus,"Nicosia, Limassol",24,9,2013,24,9,2013,0,100-999,secondary students,"price increases, tax policy",accomodation,
Europe,Cyprus,Nicosia,9,1,2014,9,1,2014,1,50-99,"technical school students, secondary students  parents association","price increases, tax policy",crowd dispersal,
Europe,Cyprus,Nicosia,4,2,2014,4,2,2014,0,100-999,"employees of the Co operative Central Bank  CCB , bank employees  union ETYK",labor wage dispute,ignore,
Europe,Cyprus,Larnaca,17,2,2014,17,2,2014,0,100-999,"bus drivers, PEO  trade union ",labor wage dispute,ignore,
Europe,Cyprus,Nicosia,24,2,2014,24,2,2014,1,100-999,EAC employees,labor wage dispute,crowd dispersal,
Europe,Cyprus,Nicosia,26,2,2014,26,2,2014,0,100-999,"CyTA employees, EAC employees",labor wage dispute,crowd dispersal,
Europe,Cyprus,Nicosia,27,2,2014,27,2,2014,0,100-999,"employees from the Electricity Authority  EAC , Telecoms Company  CyTA  and the Cyprus Port Authority  CPA , 18 left wing trade unions and other organisations",labor wage dispute,crowd dispersal,
Europe,Cyprus,Limassol,26,3,2014,26,3,2014,1,100-999,ELAM,"political behavior, process",crowd dispersal,
Europe,Cyprus,nationwide,7,4,2014,7,4,2014,0,50-99,taxi drivers,labor wage dispute,accomodation,
Europe,Cyprus,Nicosia,31,5,2014,31,5,2014,0,2000-4999,ACCEPT LGBTI,social restrictions,ignore,
Europe,Cyprus,Nicosia,19,6,2014,19,6,2014,0,100-999,"demonstrators, refugees","political behavior, process",accomodation,
Europe,Cyprus,Larnaca,21,10,2014,21,10,2014,0,50-99,citizens,land farm issue,ignore,
Europe,Cyprus,"Nicosia, Limassol",14,11,2014,14,11,2014,1,100-999,"students, Pancyprian Students?  coordinating committee  PSEM , Panayiota Sioukra","political behavior, process",crowd dispersal,
Europe,Cyprus,"Nicosia, Limassol, Larnaca, Paphos",10,12,2014,10,12,2014,0,50-99,taxi drivers,labor wage dispute,ignore,
Europe,Cyprus,Strovolos  Nicosia,12,12,2014,12,12,2014,0,50-99,Tseri Avenue initiative committee,land farm issue,ignore,
Europe,Cyprus,Nicosia,29,12,2014,29,12,2014,0,50-99,Syrian refugees,"political behavior, process",ignore,
Europe,Cyprus,Nicosia,26,4,2018,26,4,2018,0,100-999,Greek Cypriots; Turkish Cypriots,"political behavior, process",ignore,
Europe,Cyprus,Nicosia,1,5,2018,1,5,2018,0,100-999,Greek Cypriots; Turkish Cypriots,"political behavior, process",ignore,
Europe,Cyprus,Nicosia,6,7,2018,6,7,2018,0,50-99,teachers,"political behavior, process",ignore,
Europe,Cyprus,Nicosia,28,8,2018,28,8,2018,0,5000-10000,teachers,"political behavior, process",ignore,
Europe,Cyprus,Nicosia,6,9,2018,6,9,2018,0,100-999,Turkish Cypriots,"price increases, tax policy",ignore,
Europe,Czech Republic,"Prague, Region of Prague",21,9,2010,21,9,2010,0,>10000,public sector workers,labor wage dispute,ignore,
Europe,Czech Republic,"Prague, Region of Prague",21,4,2012,22,4,2012,0,>10000,"students, workers and senior citizens","price increases, tax policy",ignore,
Europe,Czech Republic,"Prague, Brno",17,11,2014,17,11,2014,1,2000-4999,protesters,removal of politician,crowd dispersal,
Europe,Czech Republic,Prague,4,1,2015,4,1,2015,0,100-999,Petr Placak  historian ,"political behavior, process",ignore,
Europe,Czech Republic,Prague,1,7,2015,1,7,2015,0,50-99,protesters,"political behavior, process",ignore,
Europe,Czech Republic,Prague,15,7,2015,15,7,2015,0,100-999,taxi drivers,labor wage dispute,accomodation,
Europe,Czech Republic,Prague,27,7,2015,27,7,2015,0,100-999,union miners,"political behavior, process",accomodation,
Europe,Czech Republic,Prague,28,9,2015,28,9,2015,0,100-999,protesters,"political behavior, process",ignore,
Europe,Czech Republic,"Prague, Brno, Ostrava,   st   nad Labem, Liberec",28,10,2015,28,10,2015,0,5000-10000,Bloc against Islam and the parliamentary Dawn National Democracy,"political behavior, process",crowd dispersal,
Europe,Czech Republic,Brno,1,5,2017,1,5,2017,0,100-999,neo nazis,"political behavior, process",ignore,
Europe,Czech Republic,Prague,15,12,2017,16,12,2017,0,100-999,anti populists,"political behavior, process",ignore,
Europe,Czech Republic,Prague; national,5,3,2018,5,3,2018,0,>10000,protesters,"political behavior, process",ignore,
Europe,Czech Republic,Prague; national,14,3,2018,14,3,2018,0,2000-4999,students,"political behavior, process",ignore,
Europe,Czech Republic,national,9,4,2018,9,4,2018,0,>10000,protesters,removal of politician,ignore,
Europe,Czech Republic,Prague,1,7,2018,1,7,2018,0,2000-4999,protesters,"political behavior, process",ignore,
Europe,Czech Republic,Prague,11,7,2018,11,7,2018,0,100-999,protesters,"political behavior, process",ignore,
Europe,Czech Republic,Prague,21,8,2018,21,8,2018,0,100-999,protesters,"political behavior, process",ignore,
Europe,Denmark,Copenhagen,13,8,2009,14,8,2009,0,>10000,protesters,"political behavior, process",arrests,beatings
Europe,Denmark,Copenhagen,29,1,2014,29,1,2014,0,2000-4999,protesters,"political behavior, process",ignore,
Europe,Denmark,Copenhagen,1,8,2018,1,8,2018,0,50-99,women,social restrictions,ignore,
Europe,Estonia,Tallinn,9,12,2010,9,12,2010,0,100-999,rescue workers,labor wage dispute,ignore,
Europe,Estonia,Tallinn,18,2,2013,18,2,2013,0,100-999,Estonian Center Party,"price increases, tax policy",ignore,
Europe,Estonia,Tartu,21,2,2013,21,2,2013,0,100-999,Estonian Center Party,"price increases, tax policy",ignore,
Europe,Estonia,Tallinn,9,6,2018,9,6,2018,0,5000-10000,LGBT activists,social restrictions,ignore,
Europe,Finland,Helsinki,18,9,2015,18,9,2015,0,>10000,three unions,"political behavior, process",accomodation,
Europe,Finland,"Kouvola, Tornio",24,9,2015,24,9,2015,1,100-999,protesters,"political behavior, process",arrests,
Europe,Finland,Tampere,28,1,2016,28,1,2016,0,50-99,far right protesters,"political behavior, process",ignore,
Europe,Finland,Helsinki,10,9,2016,10,9,2016,1,50-99,Finnish Resistance Movement,"political behavior, process",ignore,
Europe,Finland,Helsinki,24,9,2016,24,9,2016,0,>10000,anti Nazi protesters,"political behavior, process",ignore,
Europe,Finland,Helsinki,24,9,2016,24,9,2016,0,50-99,anti refugee protesters,"political behavior, process",ignore,
Europe,Finland,Helsinki,15,7,2018,15,7,2018,0,2000-4999,activists,"political behavior, process",ignore,
Europe,France,national,29,1,2009,29,1,2009,0,>10000,labor unions,"political behavior, process",ignore,
Europe,France,Paris,29,1,2009,29,1,2009,1,50-99,youths,removal of politician,crowd dispersal,arrests
Europe,France,"Pointe    Pitre, Guadeloupe  Overseas Region",18,2,2009,18,2,2009,1,50-99,unspecified,labor wage dispute,crowd dispersal,arrests
Europe,France,national,19,3,2009,19,3,2009,1,>10000,conf d ration g n rale du travail  CGT ,labor wage dispute,arrests,crowd dispersal
Europe,France,Calais,14,4,2009,16,4,2009,0,100-999,French fishermen,"political behavior, process",ignore,
Europe,France,national,1,5,2009,1,5,2009,0,>10000,labor unions,"political behavior, process",ignore,
Europe,France,national,25,5,2009,25,5,2009,0,>10000,dairy farmers,"price increases, tax policy",ignore,
Europe,France,Poitiers,10,10,2009,11,10,2009,1,100-999,anarchists,"political behavior, process",crowd dispersal,arrests
Europe,France,Paris,17,10,2009,17,10,2009,0,100-999,Dairy Farmers,"price increases, tax policy",ignore,
Europe,France,national,27,5,2010,27,5,2010,0,>10000,labor unions,labor wage dispute,ignore,
Europe,France,Paris,7,9,2010,7,9,2010,0,>10000,labor unions,labor wage dispute,ignore,
Europe,France,national,23,9,2010,23,9,2010,0,>10000,labor unions,labor wage dispute,ignore,
Europe,France,national,12,10,2010,12,10,2010,0,>10000,labor unions,labor wage dispute,ignore,
Europe,France,national,16,10,2010,16,10,2010,0,>10000,labor unions,labor wage dispute,ignore,
Europe,France,"Paris, Nanterre",18,10,2010,18,10,2010,1,100-999,students,labor wage dispute,crowd dispersal,arrests
Europe,France,national,19,10,2010,19,10,2010,0,>10000,labor unions,labor wage dispute,ignore,
Europe,France,Paris,20,10,2010,22,10,2010,1,5000-10000,students,labor wage dispute,crowd dispersal,
Europe,France,Paris,26,10,2010,26,10,2010,1,1000-1999,labor unions,labor wage dispute,ignore,
Europe,France,national,28,10,2010,28,10,2010,0,>10000,labor unions,labor wage dispute,ignore,
Europe,France,national,10,2,2011,10,2,2011,0,2000-4999,magistrates and police officers,"political behavior, process",ignore,
Europe,France,Paris,9,4,2011,9,4,2011,0,50-99,unspecified,social restrictions,arrests,
Europe,France,Paris,14,1,2012,14,1,2012,0,2000-4999,Turks,"political behavior, process",ignore,
Europe,France,Bayonne,1,3,2012,1,3,2012,0,100-999,"Basque nationalists, opposition supporters","political behavior, process",ignore,
Europe,France,Amiens,13,8,2012,13,8,2012,1,100-999,youths,"political behavior, process",crowd dispersal,
Europe,France,Paris,23,10,2012,23,10,2012,0,100-999,Pro life group Alliance Vita,social restrictions,ignore,
Europe,France,Paris,7,11,2012,7,11,2012,0,1000-1999,supporters of gay rights bill,social restrictions,ignore,
Europe,France,national,14,11,2012,14,11,2012,0,>10000,labor unions,"price increases, tax policy",ignore,
Europe,France,national,17,11,2012,17,11,2012,0,2000-4999,gay marriage opponents,social restrictions,ignore,
Europe,France,Paris,13,1,2013,13,1,2013,0,>10000,gay marriage opponents,social restrictions,ignore,
Europe,France,Paris,27,1,2013,27,1,2013,0,>10000,supporters of gay rights bill,social restrictions,ignore,
Europe,France,Paris,31,1,2013,31,1,2013,0,2000-4999,conf d ration g n rale du travail  CGT ,"political behavior, process",ignore,
Europe,France,national,6,3,2013,6,3,2013,0,>10000,labor unions,labor wage dispute,ignore,
Europe,France,Paris,24,3,2013,24,3,2013,0,>10000,gay marriage opponents,social restrictions,ignore,
Europe,France,Paris,21,4,2013,21,4,2013,0,>10000,gay marriage opponents,social restrictions,ignore,
Europe,France,Paris,23,4,2013,23,4,2013,1,100-999,gay marriage opponents,social restrictions,crowd dispersal,arrests
Europe,France,Paris,5,5,2013,5,5,2013,0,>10000,far Left movement,"political behavior, process",ignore,
Europe,France,Paris and Lyon,5,5,2013,5,5,2013,0,>10000,Catholic Church,social restrictions,ignore,
Europe,France,Paris,26,5,2013,26,5,2013,1,>10000,gay marriage opponents,social restrictions,crowd dispersal,arrests
Europe,France,Trappes  Paris suburb,19,7,2013,21,7,2013,1,100-999,youths,police brutality,arrests,
Europe,France,Nice,16,9,2013,16,9,2013,0,100-999,unspecified,"political behavior, process",ignore,
Europe,France,Paris,17,10,2013,17,10,2013,0,5000-10000,students,"political behavior, process",ignore,
Europe,France,Brittany,26,10,2013,26,10,2013,1,1000-1999,Federation of Farmers  Unions of Finist ?re,"price increases, tax policy",accomodation,
Europe,France,Brittany,5,11,2013,5,11,2013,1,>10000,Bonnets Rouges,"price increases, tax policy",ignore,
Europe,France,Paris,12,11,2013,12,11,2013,1,50-99,unspecified,"political behavior, process",,
Europe,France,France,26,1,2014,26,1,2014,1,>10000,far right protesters,"political behavior, process",crowd dispersal,arrests
Europe,France,Niort,2,2,2014,2,2,2014,0,50-99,Let? s Save Our Businesses,"price increases, tax policy",ignore,
Europe,France,Paris,5,2,2014,5,2,2014,0,100-999,protesters,"political behavior, process",ignore,
Europe,France,Paris,18,3,2014,18,3,2014,0,50-99,anti nuclear protesters,"political behavior, process",ignore,
Europe,France,Paris,12,4,2014,12,4,2014,0,>10000,protesters,"political behavior, process",ignore,
Europe,France,Paris,11,6,2014,11,6,2014,0,50-99,taxi cab drivers,"price increases, tax policy",ignore,
Europe,France,Paris,17,6,2014,17,7,2014,1,50-99,railway workers,labor wage dispute,crowd dispersal,
Europe,France,Paris,25,6,2014,25,6,2014,0,100-999,Catholic pro life group Alliance Vita,"political behavior, process",ignore,
Europe,France,Lisle Sur Tarn,1,8,2014,1,8,2014,1,100-999,Zadistes,"political behavior, process",crowd dispersal,
Europe,France,National,30,9,2014,30,9,2014,0,2000-4999,protesters,"political behavior, process",ignore,
Europe,France,National,1,10,2014,1,10,2014,1,100-999,Zadistes,"political behavior, process",ignore,
Europe,France,Lisle Sur Tarn,25,10,2014,25,10,2014,1,50-99,Zadistes,"political behavior, process",crowd dispersal,
Europe,France,Nantes and Toulouse,1,11,2014,1,11,2014,1,50-99,eco protesters,"political behavior, process",crowd dispersal,
Europe,France,National,2,11,2014,2,11,2014,1,100-999,Zadistes,"political behavior, process",arrests,crowd dispersal
Europe,France,Paris,1,12,2014,1,12,2014,0,2000-4999,bosses,"political behavior, process",ignore,
Europe,France,Creteil,7,12,2014,7,12,2014,0,100-999,Jews,social restrictions,ignore,
Europe,France,National,10,12,2014,10,12,2014,0,2000-4999,lawyers and auctioneers,"political behavior, process",ignore,
Europe,France,Calais,23,6,2015,23,6,2015,1,100-999,Ferry workers from MYFERRYLINK,labor wage dispute,ignore,
Europe,France,Paris,25,6,2015,25,6,2015,1,2000-4999,taxi drivers,labor wage dispute,crowd dispersal,arrests
Europe,France,Marseille,29,6,2015,29,6,2015,1,50-99,taxi drivers,labor wage dispute,ignore,
